rowLabels;AT_P3_S14;BE_P3_S14;BG_P3_S14;CY_P3_S14;DE_P3_S14;DK_P3_S14;EE_P3_S14;ES_P3_S14;FR_P3_S14;GR_P3_S14;HR_P3_S14;HU_P3_S14;LT_P3_S14;LU_P3_S14;LV_P3_S14;MT_P3_S14;NL_P3_S14;PL_P3_S14;RO_P3_S14;SI_P3_S14;SK_P3_S14
CA_N80T82;8,03361E-09;0;4,16198E-07;0;1,39752E-05;4,36677E-06;0;1,57962E-06;1,32151E-06;2,56446E-06;5,30354E-07;2,04508E-08;2,65906E-07;3,67525E-06;4,77737E-07;3,54767E-08;3,10855E-08;6,83711E-06;4,18128E-07;6,77611E-07;4,07793E-07
CA_O84;3,07679E-08;2,0107E-07;4,26875E-08;4,70364E-09;1,25062E-07;8,41998E-08;5,07112E-08;2,79795E-08;3,48423E-08;1,62672E-07;1,09175E-08;9,14033E-08;8,81862E-08;2,95384E-07;6,49359E-08;8,91713E-08;4,34098E-08;2,14249E-07;2,9204E-08;5,28987E-08;1,90108E-08
CA_P85;7,52538E-07;8,10192E-08;1,56277E-06;0;5,7458E-06;4,2809E-06;1,10733E-05;1,37691E-08;9,90553E-07;3,74677E-06;4,24725E-06;7,3678E-06;2,87666E-05;8,12087E-07;5,06978E-05;9,2783E-08;3,40601E-08;5,92051E-06;5,89552E-07;0;2,26787E-09
CA_Q86;9,0206E-09;7,41246E-09;1,82477E-08;0;4,11766E-09;8,37164E-08;0;2,33517E-09;1,51551E-09;1,36642E-08;0;4,02723E-09;5,19196E-09;5,79493E-09;0;0;1,29996E-09;7,00106E-09;2,55577E-08;8,1605E-09;3,86576E-09
CA_Q87_88;0;5,11413E-08;3,53257E-07;0;2,57726E-08;1,20236E-08;0;4,00869E-09;1,16469E-07;3,17508E-08;9,88909E-09;2,75711E-07;3,46412E-07;3,20522E-07;0;0;2,89311E-08;2,12143E-08;2,68253E-07;0;0
CA_R90T92;5,36807E-07;7,94083E-06;3,44728E-07;1,66372E-07;1,05086E-05;2,62015E-06;1,33621E-07;4,58E-07;1,16726E-05;1,59832E-07;4,84445E-08;2,25043E-07;5,01047E-07;4,34552E-07;3,71801E-07;0;4,17274E-06;2,75489E-06;1,67994E-07;4,49284E-08;4,48618E-08
CA_R93;0;0;0;0;0;0;0;1,69156E-08;5,6075E-08;2,57176E-07;0;0;0;0;0;0;0;0;0;0;0
CA_S94;2,86642E-09;1,12923E-08;2,42846E-08;0;6,28175E-08;1,24369E-08;0;0;0;8,00165E-10;0;3,78302E-08;4,78879E-08;6,28624E-08;0;0;3,24675E-08;1,33823E-08;0;0;0
CA_S95;0;0;2,34848E-08;0;5,98695E-07;0;0;0;2,53678E-09;3,11478E-08;3,96412E-08;8,13339E-09;0;0;5,23856E-08;0;0;6,88346E-07;0;0;0
CA_S96;6,68959E-08;4,83127E-06;8,07371E-08;1,50108E-07;2,30277E-07;6,82183E-08;4,15604E-08;6,20148E-07;1,12664E-06;6,20635E-07;5,50531E-08;1,96427E-07;1,86752E-07;2,60676E-07;6,64618E-08;3,03178E-06;5,45793E-06;7,95629E-08;8,17348E-08;5,52059E-08;1,47062E-07
CA_T;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CA_U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CH_A01;1,60016E-05;3,26759E-06;3,26309E-07;3,15956E-07;2,12527E-06;2,75907E-07;1,50265E-06;2,30303E-07;4,20718E-06;1,44533E-07;3,37097E-07;5,02133E-07;7,20558E-07;2,98131E-05;5,79287E-07;0;2,27785E-06;1,57144E-06;5,86902E-07;2,27453E-05;1,07368E-06
CH_A02;3,80121E-06;9,56344E-08;5,22925E-08;0;1,36975E-06;5,96313E-08;0;1,74991E-08;2,75157E-06;3,34315E-08;0;4,75779E-08;0;2,5991E-07;0;0;1,76954E-08;3,07117E-07;4,1269E-08;8,55132E-07;5,92448E-08
CH_A03;5,8783E-06;1,45913E-06;2,03294E-08;0;3,63551E-07;9,66329E-09;0;0;1,17837E-06;0;0;1,02465E-07;0;2,39997E-06;0;0;1,60206E-06;1,50876E-08;2,07326E-08;2,91189E-06;3,27999E-08
CH_B;4,70371E-09;0;0;0;4,31563E-07;0;0;0;0;0;0;2,00349E-07;0;0;0;0;4,15269E-06;1,61829E-08;0;0;0
CH_C10T12;0,002141122;0,000129778;0,000252132;0,000395527;0,000681762;0,000218233;0,000337884;0,000153252;0,001161294;9,00593E-05;0,000209732;0,000187233;0,000156802;0,000146543;3,9827E-05;0,000253535;7,25128E-05;0,000392584;0,000101503;0,000574312;0,001115399
CH_C13T15;0,000230519;5,05822E-05;1,33759E-05;1,17723E-05;0,00011542;2,96409E-05;2,00494E-05;5,63904E-06;0,000411956;3,39849E-06;1,15613E-05;2,36384E-05;2,47213E-05;6,84272E-05;8,13538E-05;9,05942E-05;0,000117614;1,78706E-05;9,79444E-06;5,87312E-05;2,39897E-05
CH_C16;3,15095E-05;2,22275E-06;7,27454E-06;4,88157E-07;5,14073E-05;2,31039E-06;8,87548E-07;9,96143E-07;8,40832E-06;7,10789E-07;2,40061E-07;2,31841E-07;1,7889E-06;2,52591E-06;2,61352E-07;8,1665E-07;2,78892E-06;1,24319E-06;7,57827E-06;2,28726E-07;1,04172E-05
CH_C17;0,00011861;3,39214E-06;6,20163E-06;7,26345E-07;5,44265E-05;3,15087E-06;2,73314E-06;5,34266E-07;1,5673E-05;1,42642E-05;2,7713E-05;4,89332E-06;6,1968E-06;7,06284E-06;3,29838E-06;4,94016E-05;1,82914E-05;1,21156E-05;6,58897E-06;2,89245E-05;4,48792E-06
CH_C18;0;6,49072E-08;3,83645E-07;1,52342E-08;2,38936E-06;8,29328E-10;9,53471E-07;8,92598E-10;0;9,31394E-07;7,92263E-07;1,46372E-07;0;4,98205E-09;7,29205E-07;5,34961E-07;1,36853E-08;1,72336E-06;1,92536E-06;0;1,01229E-05
CH_C19;1,02143E-05;5,08658E-07;3,39685E-05;3,43169E-07;1,25772E-06;8,64802E-08;1,78852E-06;8,35229E-08;1,89487E-06;1,37358E-07;2,82721E-07;4,96498E-07;8,39394E-08;7,37108E-06;1,30741E-06;1,85863E-06;9,43141E-07;3,75482E-07;1,11568E-07;1,40493E-05;3,91543E-07
CH_C20;0,000353597;2,73094E-05;2,96345E-05;7,87255E-05;0,000131057;3,29775E-05;2,63111E-05;9,98816E-05;0,000285381;2,00085E-05;2,32485E-05;4,13713E-05;9,64426E-06;4,60526E-05;4,44512E-05;0,000249835;4,09242E-05;5,58877E-05;0,000117054;0,000463082;0,000139841
CH_C21;0,002283838;0,00033354;0,001981743;0,000735587;0,000192929;0,000181549;0,000413451;0,00159;0,000379374;0,000402559;0,000217142;0,000118421;0,000122845;4,02629E-05;0,000805298;0,000320098;0,000131841;0,000502198;0,001612983;0,005006485;0,000650655
CH_C22;0,000280399;9,78945E-06;2,30983E-05;3,15074E-05;0,000270675;1,42743E-05;2,31192E-05;5,20088E-06;5,86976E-05;1,22759E-06;2,12115E-06;1,19193E-05;9,14286E-06;7,81666E-06;2,94048E-05;3,30952E-05;2,33716E-05;2,30177E-05;8,0974E-05;2,92419E-05;2,01488E-05
CH_C23;6,23394E-05;1,13065E-05;8,46656E-06;1,15397E-06;4,53738E-05;7,59174E-06;8,45855E-06;1,22007E-06;1,85927E-05;4,36789E-07;2,98795E-06;1,1526E-05;1,29011E-05;5,16917E-06;3,58762E-06;2,16076E-06;1,80895E-05;5,8404E-05;1,03395E-05;4,46028E-06;1,29019E-05
CH_C24;3,49342E-08;1,45752E-07;1,97085E-09;1,97553E-08;0;1,61438E-08;0;1,21184E-09;7,70141E-08;2,82794E-11;1,22477E-09;0;0;1,43525E-10;1,31617E-08;0;0;3,44473E-08;8,6484E-09;5,42E-09;3,73683E-09
CH_C25;0,000304566;2,08514E-05;1,77849E-05;6,85841E-06;6,26136E-05;1,38149E-05;7,50296E-06;3,16813E-06;5,77054E-05;3,11718E-06;9,75316E-08;1,82401E-05;2,90959E-05;2,504E-05;8,27282E-06;2,43009E-05;2,60038E-05;1,2422E-05;2,48579E-05;1,38459E-05;1,17737E-05
CH_C26;0,001046278;0,000135648;9,14929E-05;0,000273909;0,000599295;0,000387763;0,000188072;9,18722E-05;0,000538193;3,45444E-05;6,81491E-05;3,92911E-05;5,06845E-05;0,000145035;5,78773E-05;0,000160917;0,000181909;6,39558E-05;2,07324E-05;0,000350986;5,95911E-05
CH_C27;0,000350683;6,17328E-05;7,59506E-05;7,36811E-06;0,000121877;6,85538E-05;0,00018213;2,24059E-05;0,000103572;9,76261E-06;3,20163E-05;4,87376E-05;3,85264E-05;2,75875E-05;4,58097E-05;5,32238E-05;5,81658E-05;7,65552E-05;3,01798E-05;6,68008E-05;0,000106867
CH_C28;8,80317E-05;4,28576E-06;1,31521E-05;6,8898E-06;1,00976E-05;7,33814E-06;2,70891E-06;1,90573E-06;1,3587E-05;1,20406E-06;5,04643E-07;8,10429E-07;6,67846E-06;7,37367E-06;3,28918E-06;6,51263E-06;6,36171E-06;1,18379E-05;5,74711E-06;2,81469E-05;2,79689E-06
CH_C29;0,000245723;1,68546E-05;0,000118467;3,49723E-05;0,000100772;4,83133E-05;8,00584E-06;6,17998E-06;0,000167903;1,22854E-05;6,91442E-05;5,59308E-05;1,73587E-05;6,99144E-05;2,17818E-05;5,27694E-06;4,22962E-05;3,17315E-05;2,10543E-06;0,000309527;7,85603E-06
CH_C30;0,000850652;4,72654E-05;1,1188E-05;9,72989E-06;7,86574E-05;9,96614E-05;2,04125E-06;3,89167E-05;2,16281E-05;2,06016E-06;3,1382E-07;1,07031E-05;9,49786E-06;0,000136893;6,64153E-06;4,72343E-05;9,70812E-05;2,28794E-05;1,04624E-07;0,000725654;9,37035E-06
CH_C31_32;0,000372668;0,000274149;1,15206E-05;2,59427E-05;0,000198309;2,06013E-05;5,52929E-05;5,14917E-05;0,000631226;1,18932E-05;2,00861E-05;1,9213E-05;1,70274E-05;8,16521E-05;8,24393E-05;5,81814E-05;0,000323368;2,66097E-05;1,12317E-05;0,000138095;7,1259E-05
CH_C33;0;9,35695E-08;1,42071E-08;7,64209E-09;1,19696E-07;2,33123E-07;2,27095E-09;1,32249E-08;6,37468E-08;7,24597E-09;2,76898E-09;0;1,18101E-08;5,48458E-09;9,15923E-09;0;2,00351E-08;1,30779E-08;1,76325E-09;3,27187E-09;5,51328E-09
CH_D35;2,69652E-06;2,46983E-05;2,00476E-06;4,24724E-07;4,6762E-05;1,25957E-05;9,36409E-07;4,67243E-07;1,45637E-06;2,60791E-06;4,84516E-06;7,37028E-06;7,38661E-07;5,58593E-06;6,4782E-07;0;7,59601E-06;2,31259E-06;1,3834E-06;0,000111568;3,21404E-06
CH_E36;0;0;0;0;3,10257E-08;0;0;4,34024E-09;1,91587E-08;1,04256E-07;0;0;0;0;0;0;6,33186E-08;3,23211E-09;1,47755E-08;0;0
CH_E37T39;1,60977E-07;1,70591E-08;3,33573E-08;0;9,63446E-08;3,36643E-08;0;2,00019E-08;1,04972E-07;6,33776E-08;0;1,65855E-07;0;1,90491E-07;0;0;2,24713E-08;3,21726E-08;2,48263E-08;3,56192E-08;1,13889E-07
CH_F;5,51253E-06;1,11594E-06;9,50743E-07;8,81672E-08;7,46166E-06;3,39932E-07;1,43359E-07;5,38235E-07;2,13518E-06;6,14831E-07;1,03566E-07;3,86817E-07;3,56036E-07;1,81911E-06;4,61729E-07;1,61027E-07;2,97205E-07;2,6047E-06;1,68077E-06;5,92847E-07;1,58349E-06
CH_G45;1,56862E-06;1,5983E-07;1,0627E-06;1,02985E-07;2,89338E-05;4,33606E-06;9,24615E-08;3,98772E-07;3,1186E-07;1,05482E-06;1,41453E-07;1,80539E-07;2,39168E-07;5,47718E-06;5,291E-08;1,57798E-07;6,74075E-07;4,02428E-07;1,83737E-07;2,72043E-06;2,61276E-07
CH_G46;0;0;0;0;0;1,17627E-08;0;0;0;0;0;0;0;0;0;9,3412E-09;0;0;0;0;0
CH_G47;0;0;0;0;0;4,16792E-08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,91357E-07
CH_H49;0,000118994;7,35566E-06;3,81721E-05;1,37995E-06;1,35746E-05;7,37528E-06;1,23598E-06;1,33123E-06;2,82715E-05;0,000211951;2,03586E-06;2,03791E-06;1,78241E-05;0,000163884;2,31068E-05;9,89959E-07;6,40072E-05;1,28152E-05;6,72766E-05;4,01663E-05;4,1968E-05
CH_H50;1,10027E-05;4,34426E-07;1,1434E-07;1,49186E-05;6,0266E-06;1,80265E-05;4,8497E-06;1,84937E-05;5,10373E-06;6,70105E-06;1,3738E-06;7,93924E-07;1,66114E-06;2,00357E-06;2,46573E-07;6,92667E-06;2,83098E-06;1,41768E-06;1,18878E-05;0,000167593;1,27173E-06
CH_H51;5,76666E-05;1,07682E-05;0,000150117;0,000203113;0,000306983;1,31099E-05;3,70816E-05;2,80496E-05;0,000227079;0,000270318;4,19044E-08;7,03742E-06;1,44377E-05;8,16584E-06;5,88936E-05;3,54589E-05;0,000143129;4,22782E-05;1,81838E-05;0,000478422;1,90588E-05
CH_H52;4,78065E-05;1,84535E-06;2,46824E-06;2,0549E-06;6,74847E-06;2,55863E-06;1,54875E-07;1,76477E-06;7,66696E-06;2,60602E-05;8,08672E-08;2,86023E-05;4,29309E-05;8,20758E-06;1,37733E-06;5,53235E-07;2,13732E-06;8,12867E-06;1,01344E-08;5,71126E-05;5,95485E-07
CH_H53;3,1253E-07;5,34362E-07;7,47748E-08;5,08871E-08;5,74726E-06;1,31007E-07;2,56637E-08;1,55837E-06;3,77772E-06;9,41072E-06;3,48462E-07;1,69427E-07;1,67267E-06;4,10051E-07;9,08608E-07;0;5,11223E-07;1,04069E-05;4,28459E-06;4,03134E-07;1,80286E-08
CH_I;3,27123E-06;1,42852E-06;7,03455E-05;6,97668E-07;1,82394E-06;1,42155E-06;2,67837E-07;4,07735E-07;2,31177E-05;9,0123E-05;2,03827E-06;6,49217E-05;7,54002E-08;0,000254889;1,7572E-07;1,85497E-07;2,94577E-07;2,46861E-05;4,6016E-05;1,01823E-06;9,36128E-07
CH_J58;3,2537E-05;7,535E-07;1,62868E-06;7,42799E-08;2,10478E-05;2,68023E-06;1,18901E-06;1,73047E-06;4,21926E-06;1,71446E-06;1,09694E-06;3,01368E-06;1,26099E-06;2,15507E-06;5,5669E-06;3,57405E-06;3,77737E-06;7,16935E-06;1,39366E-07;9,41294E-06;2,70926E-06
CH_J59_60;2,32836E-05;1,98292E-07;1,88995E-05;1,11905E-06;7,24304E-06;1,41876E-05;7,2558E-06;4,78974E-07;9,08897E-06;1,74975E-06;3,18586E-06;8,61511E-07;1,01972E-06;3,91895E-07;2,32691E-06;1,75088E-06;1,24969E-06;1,7486E-05;3,72438E-08;2,80084E-06;1,19456E-06
CH_J61;9,04416E-07;2,44798E-07;9,10644E-06;0;1,24676E-05;6,15385E-06;2,30238E-08;1,71535E-07;1,41982E-05;3,7746E-05;1,71686E-05;7,41548E-06;3,686E-06;1,43663E-05;2,76783E-05;0;7,10825E-08;1,4315E-05;1,59304E-05;6,36677E-05;2,32201E-08
CH_J62_63;3,94217E-06;0;6,07136E-08;4,92473E-08;5,56354E-07;2,04095E-06;8,5569E-08;2,85487E-09;9,63152E-06;8,74394E-09;4,66539E-06;0;1,85822E-07;4,0741E-09;4,85636E-09;0;1,87064E-08;7,66526E-08;7,29508E-06;0;0
CH_K64;3,76323E-05;0,000516291;3,90386E-06;6,97217E-07;0,000477078;2,94237E-05;1,01268E-05;0,000292484;3,67952E-05;0,000616391;5,17296E-06;8,69117E-05;2,05484E-05;0,000365522;0;0;0,000256869;0,000310854;1,96088E-05;2,52271E-08;0
CH_K65;0,000383628;5,09407E-06;7,99609E-06;0;1,44033E-06;4,47584E-05;8,36545E-08;2,00303E-08;0,000335174;3,31349E-05;6,56459E-05;2,84701E-05;1,05343E-07;0,000565498;0;0;7,29973E-06;7,71266E-05;9,96824E-05;1,27871E-07;2,40829E-05
CH_K66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CH_L;4,89777E-06;9,77362E-07;2,31124E-06;9,32173E-07;2,07623E-06;2,50583E-05;6,49607E-07;1,60492E-05;6,78883E-06;4,08303E-05;4,26E-06;4,24866E-06;1,2475E-06;7,55634E-05;2,35018E-07;1,61256E-06;6,89077E-07;3,04808E-06;5,84952E-06;7,07732E-06;1,19515E-06
CH_M69_70;0;0;3,09315E-06;0;1,42428E-06;2,53247E-07;2,78067E-08;5,85936E-06;1,36325E-05;1,6041E-06;2,69035E-07;2,07577E-07;4,64966E-07;8,42569E-07;0;0;0;2,63264E-05;0;0;0
CH_M71;0;0;3,31461E-06;0;9,95978E-06;0;0;0;1,03137E-05;5,66727E-07;9,24291E-07;0;0;6,35104E-06;0;0;0;0;7,0992E-07;0;0
CH_M72;0;0;0;0;0;0;2,24006E-07;0;0;8,90493E-06;5,94348E-09;0;0;0;0;0;0;0;0;0;0
CH_M73;0;0;8,32063E-07;0;0;0;0;0;0;6,82018E-09;2,01641E-07;0;8,24211E-08;0;0;0;0;0;1,44155E-06;0;0
CH_M74_75;0;7,26911E-07;5,51091E-06;0;4,02181E-05;1,21239E-05;1,98152E-06;0;0,000199128;1,58724E-05;1,29014E-05;0;5,84175E-06;1,03705E-06;5,26777E-07;0;0;3,97302E-05;0;0;0
CH_N77;0;0;3,10438E-06;0;1,09625E-05;3,6832E-06;6,75799E-08;0;7,42448E-07;8,93877E-06;6,36901E-06;4,57329E-06;3,7204E-07;3,20362E-06;0;0;0;7,29146E-06;4,20404E-06;0;0
CH_N78;0;0;8,381E-08;0;5,65615E-08;4,08375E-08;0;0;5,57528E-07;0;5,87059E-07;0;1,57333E-07;0;3,59513E-08;0;0;3,1189E-08;0;0;0
CH_N79;3,04829E-06;0;1,53381E-05;0;0,000168953;0;1,50458E-06;7,55862E-08;4,25722E-06;1,15739E-05;0;1,47128E-05;9,41368E-05;4,81728E-06;0;0;0,000152464;0,000324963;2,08693E-07;0;7,71565E-08
CH_N80T82;0;0;1,07335E-06;0;4,47649E-05;3,54236E-06;0;8,07863E-06;3,66618E-06;1,51753E-05;5,51568E-06;1,54439E-07;3,65621E-07;2,58049E-06;4,77737E-07;0;0;2,83118E-05;9,01962E-06;4,99738E-06;1,84478E-06
CH_O84;2,63707E-06;1,99214E-06;1,75019E-06;7,05546E-08;2,74623E-06;2,83122E-06;9,63513E-07;8,66959E-07;1,03381E-06;5,76323E-06;1,08083E-06;5,55275E-06;8,52467E-07;7,03014E-06;2,14288E-06;4,01271E-07;1,6262E-06;5,68525E-06;2,32172E-06;1,47376E-05;8,93508E-07
CH_P85;4,62593E-07;2,74887E-08;4,64955E-08;0;4,98687E-06;5,193E-07;2,56771E-07;1,24366E-08;3,62001E-07;1,00016E-06;3,87036E-08;1,15314E-06;5,25253E-07;1,43767E-07;8,60028E-07;0;1,55704E-08;1,61571E-06;2,64891E-08;5,99728E-08;7,55956E-10
CH_Q86;1,54854E-06;1,78958E-07;5,10935E-07;4,90204E-07;1,99815E-06;3,00759E-07;1,05045E-07;1,17425E-07;3,40989E-07;4,78246E-07;8,37421E-08;5,77907E-06;1,63547E-06;2,23105E-07;1,92226E-07;7,77982E-08;1,81995E-07;1,0818E-05;8,14195E-07;2,12173E-07;2,74469E-07
CH_Q87_88;7,98113E-06;7,59814E-07;6,13005E-07;5,80267E-07;1,47281E-06;4,08801E-07;1,59542E-07;3,76817E-07;4,74835E-06;3,97819E-07;1,87893E-07;1,31554E-06;1,52829E-07;3,31206E-06;5,66889E-07;4,19707E-07;1,20787E-06;7,37678E-07;6,74465E-07;1,19038E-06;7,54873E-07
CH_R90T92;1,66036E-06;1,65871E-05;3,62871E-07;2,42904E-06;4,72165E-05;1,5423E-05;3,11782E-07;1,07719E-06;2,9209E-05;3,29499E-07;5,08667E-07;8,53612E-07;1,0463E-06;2,50798E-06;1,78464E-06;1,02419E-07;2,74928E-06;1,6781E-06;9,30967E-07;4,04356E-07;1,25613E-07
CH_R93;5,12983E-06;1,36889E-06;4,7655E-07;4,51662E-07;2,44314E-05;2,69936E-06;9,24314E-08;3,62147E-07;3,35993E-06;1,50108E-06;1,25373E-07;3,33115E-05;4,74925E-08;2,77277E-06;3,19737E-07;7,7574E-07;4,76374E-07;7,30079E-06;6,99346E-07;7,52104E-07;6,35025E-07
CH_S94;8,7139E-07;4,89335E-08;3,88554E-07;2,82962E-08;6,34992E-07;2,30083E-07;0;0;0;1,1469E-08;8,50989E-09;1,74019E-06;3,35215E-07;1,44584E-06;3,91895E-07;0;7,17892E-07;2,08169E-07;0;1,14767E-07;0
CH_S95;7,39709E-08;6,48887E-09;2,81817E-07;0;1,90217E-06;8,33794E-09;0;1,18217E-09;3,74175E-08;1,86887E-07;2,37847E-08;3,25336E-08;0;1,71537E-07;0;0;1,36363E-08;7,69136E-06;4,32763E-09;0;2,09452E-08
CH_S96;2,1421E-05;3,62989E-06;4,94514E-07;4,65335E-06;2,00034E-07;8,42696E-08;0;6,46105E-06;6,87518E-05;1,47955E-06;4,13816E-06;7,54457E-06;1,33395E-08;6,84274E-06;3,32309E-08;3,74514E-06;4,47432E-06;1,74496E-06;2,20905E-08;5,52059E-08;4,83204E-07
CH_T;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CH_U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CN_A01;6,94878E-05;3,90068E-05;9,91571E-05;9,20223E-05;0,000106312;7,22986E-05;0,000258918;0,000169869;6,35423E-05;0,00010821;3,84291E-05;4,42279E-05;0,000132438;2,3188E-05;6,9349E-05;3,47056E-05;0,000111594;0,000298661;0,000144204;7,2087E-05;9,63027E-05
CN_A02;1,88713E-07;1,11574E-07;2,0917E-07;5,31499E-08;9,78206E-07;5,36686E-07;0;2,47175E-07;2,89638E-07;8,69219E-07;1,35147E-07;0;0;0;0;0;0;4,74635E-06;0;7,43593E-08;1,03678E-07
CN_A03;6,62346E-06;6,50632E-06;1,11812E-06;1,27742E-07;4,23147E-07;2,12593E-07;4,69727E-07;2,9926E-06;2,69616E-06;2,57866E-06;4,69781E-07;1,91268E-06;1,12217E-06;1,15353E-05;5,79711E-06;0;1,39601E-06;1,67974E-06;3,00622E-06;1,5416E-06;2,09921E-06
CN_B;3,85702E-07;0;1,03422E-05;1,2948E-07;1,74867E-05;1,85662E-07;5,0988E-08;0;0;0;1,13475E-06;9,21604E-06;0;8,12125E-09;0;9,62084E-08;4,64871E-05;6,34371E-06;8,99524E-07;0;3,85387E-06
CN_C10T12;0,000525631;0,000334818;0,002035021;0,000545194;0,000638717;0,000676664;0,00124719;0,001203602;0,000361865;0,0006686;0,000361901;0,000486724;0,001439056;8,12236E-05;0,000946373;0,000745419;0,000896928;0,001641972;0,0007821;0,00035313;0,00163903
CN_C13T15;0,012673389;0,002510987;0,001231423;0,003713134;0,00691929;0,005267462;0,009691864;0,0045814;0,004416449;0,0057126;0,001096501;0,001770973;0,002972215;0,002784678;0,001515799;0,01783946;0,005194637;0,006512036;0,001177886;0,009644557;0,003982819
CN_C16;5,37563E-05;4,21083E-05;0,000247246;1,05302E-05;9,17397E-05;8,73693E-05;1,66859E-05;4,66962E-05;5,63089E-05;1,3926E-05;2,60961E-06;7,64649E-06;8,00879E-05;4,72934E-06;6,14179E-06;5,38988E-05;0,00011451;0,00015722;0,000329142;1,53056E-05;2,33624E-05
CN_C17;4,44062E-05;1,66618E-05;6,42631E-05;4,05947E-05;2,3046E-05;5,56128E-05;4,82349E-05;1,17533E-05;5,10514E-05;0,000133243;2,0272E-05;0,000116921;3,43581E-05;1,34932E-05;2,65548E-05;0,000154648;6,02823E-05;1,65778E-05;8,92814E-05;4,87736E-05;3,84329E-05
CN_C18;0;0;3,61081E-07;1,4168E-06;2,6907E-07;0;8,02927E-07;0;0;5,13564E-07;2,33408E-07;0;0;1,66069E-09;1,8188E-06;1,41929E-07;0;1,09265E-06;3,45237E-07;0;1,82628E-05
CN_C19;1,05945E-05;1,90747E-05;1,26438E-05;9,78032E-06;2,08389E-05;2,55117E-06;2,80202E-05;5,37255E-06;9,09679E-05;7,69206E-06;8,29315E-06;6,61997E-06;1,93061E-06;0,000153629;7,29534E-05;5,76176E-05;1,10903E-05;6,90013E-05;3,33464E-06;4,49578E-05;8,71184E-06
CN_C20;0,000384895;0,00012994;0,000135226;0,000518493;0,000158194;0,000176563;0,00017056;0,000434279;0,000257069;0,000244621;0,000107142;0,000165738;0,000105282;0,000101862;0,000710466;0,001099276;0,000348593;0,000362978;0,000357103;0,002823258;0,000496194
CN_C21;0,000197211;1,22648E-05;0,000266593;0,000274225;2,72203E-05;6,1788E-05;9,86446E-05;5,23409E-05;4,28141E-05;0,000101321;1,86856E-05;3,83625E-05;0,000184267;2,65173E-05;0,000108128;0,000108564;2,50737E-05;0,000156113;5,32307E-05;0,000166596;3,21071E-05
CN_C22;0,000165001;4,19069E-05;0,000117194;0,00019631;0,000169566;0,000174243;0,000178719;5,17425E-05;0,000239784;3,06474E-05;1,68522E-05;3,10591E-05;0,000206865;4,15586E-05;0,000172949;0,000220959;9,83957E-05;0,000142852;0,000329573;3,55169E-05;7,05893E-05
CN_C23;0,000172103;0,000216052;0,000309469;0,000144732;0,000133861;0,000290908;0,000156261;7,47652E-05;0,000182244;8,88295E-05;9,5721E-05;0,000161717;0,000621496;2,35484E-05;7,41443E-05;0,000278305;0,000392215;0,001307104;0,000598075;0,000112075;0,000239753
CN_C24;1,80507E-06;4,65369E-06;7,94252E-07;7,04276E-06;0;9,2307E-06;0;5,36204E-07;4,44573E-06;3,37374E-08;6,01371E-07;0;0;4,5067E-09;2,02254E-06;1,40593E-05;0;1,13072E-05;3,09151E-06;1,21815E-06;9,06686E-07
CN_C25;0,000210959;8,68573E-05;0,000128956;0,000122604;0,000126898;0,000274299;5,65755E-05;0,000104061;0,000236543;9,38173E-05;8,98617E-06;9,73909E-05;0,000268611;1,37695E-05;7,11244E-05;0,000458773;0,000322659;0,000193464;0,000311852;0,000106486;0,000124619
CN_C26;0,004424404;0,000253587;0,001223042;0,000867513;0,004335765;0,001439791;0,003490739;0,000892531;0,00126113;0,000348024;0,000373119;0,000984008;0,000786399;0,000412286;0,001215087;0,001163891;0,001456583;0,004435413;0,000319198;0,004155645;0,002042349
CN_C27;0,001045321;0,000880383;0,000613816;0,000600638;0,000547111;0,00110538;0,001386153;0,000476839;0,001099923;0,000362132;0,000759136;0,000420527;0,00101325;0,000106364;0,000882751;0,002588714;0,000655826;0,001414343;0,000468954;0,00056199;0,000987313
CN_C28;0,000151634;3,11616E-05;0,000164474;0,000111537;4,16562E-05;6,96629E-05;4,57284E-05;4,57028E-05;7,88571E-05;3,33121E-05;6,38517E-06;1,36676E-05;8,92843E-05;2,08695E-05;3,68345E-05;0,000280043;5,64984E-05;0,000216155;6,89026E-05;0,000126237;4,54717E-05
CN_C29;0,000431987;0,00072194;0,000353384;0,001235038;0,000489375;0,001136053;0,000498535;0,000361266;0,001156519;0,000425547;3,28386E-05;0,000534094;0,000355639;0,000165019;9,91074E-05;0,001940155;0,000326569;0,001660947;4,62089E-05;0,001463267;0,000186115
CN_C30;0,000339636;8,69172E-05;0,000263427;4,87239E-05;0,000203527;0,000507728;0,000374477;0,000191741;0,000388018;0,000172465;1,80638E-05;4,39754E-05;0,000621995;7,27158E-05;2,01826E-05;1,01959E-05;0,000572375;0,00018987;0;0,000316268;0,000105132
