rowLabels;AT_P3_S14;BE_P3_S14;BG_P3_S14;CY_P3_S14;DE_P3_S14;DK_P3_S14;EE_P3_S14;ES_P3_S14;FR_P3_S14;GR_P3_S14;HR_P3_S14;HU_P3_S14;LT_P3_S14;LU_P3_S14;LV_P3_S14;MT_P3_S14;NL_P3_S14;PL_P3_S14;RO_P3_S14;SI_P3_S14;SK_P3_S14
AR_E37T39;3,82301E-08;4,35534E-07;2,9594E-08;0;6,17208E-08;1,83708E-08;0;5,46558E-06;1,04554E-07;8,88661E-08;0;0;0;0;0;0;5,39249E-06;1,33133E-08;0;0;6,21393E-08
AR_F;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AR_G45;0;0;0;6,02834E-07;1,2551E-05;1,35447E-05;0;7,12798E-07;5,43709E-08;1,28784E-05;0;0;0;0;0;6,65145E-07;1,3551E-06;0;1,25622E-08;1,03818E-07;0
AR_G46;0;0;0;0;0;3,57761E-09;0;0;0;0;0;0;0;0;0;5,58645E-10;0;0;0;0;0
AR_G47;0;0;0;0;0;7,59832E-09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,62603E-09
AR_H49;1,28275E-05;8,19592E-07;1,98992E-07;0;1,78361E-06;3,80856E-07;2,81115E-06;4,28993E-07;1,04236E-06;1,6192E-05;3,31952E-07;9,80316E-07;4,42528E-06;0;0;0;1,85455E-05;4,39436E-07;1,46281E-06;2,45964E-05;1,81173E-05
AR_H50;6,03622E-08;4,2763E-09;6,32935E-10;0;6,59587E-09;5,34124E-07;8,07874E-08;1,82477E-06;4,13574E-08;0;3,05526E-08;2,30466E-08;3,48397E-07;1,61776E-08;5,03612E-08;7,11271E-07;0;2,55593E-08;0;2,81079E-06;1,09664E-07
AR_H51;1,82722E-05;1,80386E-06;3,50741E-05;0,000313552;3,3701E-05;2,2825E-06;1,69601E-06;2,73675E-05;2,35966E-05;0,000103622;2,11782E-06;3,53999E-07;2,27079E-05;0;0;0;2,87784E-05;4,42618E-06;2,2729E-06;1,79158E-05;1,26974E-05
AR_H52;5,74027E-08;9,458E-10;3,28894E-08;0;1,25885E-07;2,61131E-08;0;1,2938E-09;6,79717E-07;1,01518E-05;0;0;1,52886E-08;0;0;0;1,88463E-08;2,58401E-10;2,20021E-11;5,47858E-08;1,12861E-08
AR_H53;0;0;0;0;3,41838E-08;0;0;1,83996E-09;0;0;0;0;0;0;0;0;0;0;0;0;0
AR_I;1,34375E-08;7,97797E-09;4,77026E-07;8,7605E-08;2,64199E-08;6,89529E-08;0;1,2038E-07;5,12303E-08;3,94469E-07;0;0;7,2671E-09;1,28075E-06;0;0;6,2817E-08;1,32461E-07;2,33279E-07;0;1,06502E-08
AR_J58;3,06476E-08;0;0;0;8,72408E-08;7,02045E-08;0;1,03781E-07;1,69471E-08;1,21176E-08;0;1,70571E-08;0;0;0;1,14356E-08;2,9331E-08;1,94263E-09;0;0;0
AR_J59_60;0;0;0;0;9,24401E-09;0;0;8,35956E-10;6,03138E-10;0;0;0;0;0;0;0;8,87794E-10;0;0;0;0
AR_J61;2,95844E-08;0;0;0;9,87713E-07;0;0;0;2,19352E-07;0;0;0;0;0;0;0;0;0;2,22115E-09;0;0
AR_J62_63;3,27692E-08;0;0;0;1,47035E-08;2,9631E-08;0;0;3,03442E-07;0;0;0;0;0;0;0;0;0;5,79854E-08;0;0
AR_K64;4,88807E-09;1,71366E-08;0;0;5,55489E-08;2,67829E-09;0;2,65082E-08;0;0;0;0;0;3,32869E-08;0;0;6,80892E-08;0;0;0;0
AR_K65;0;2,02545E-07;0;0;0;1,45888E-07;2,8322E-07;0;1,1374E-06;3,66166E-06;2,08235E-07;6,87724E-08;8,12431E-07;0;0;0;5,61114E-07;6,74895E-06;0;2,66876E-06;1,50791E-06
AR_K66;0;0;0;0;2,86623E-09;4,4216E-08;0;0;0;0;0;0;0;0;0;0;0;1,95164E-08;0;0;0
AR_L;0;0;0;0;0;2,55261E-06;0;2,89214E-06;2,62128E-08;3,22841E-07;0;3,63303E-08;7,58829E-08;0;0;2,5557E-07;0;0;1,50504E-08;0;0
AR_M69_70;0;0;4,9211E-07;0;4,10349E-08;6,18892E-08;0;1,5667E-06;2,48129E-06;0;0;7,74473E-09;0;0;0;0;0;2,02181E-09;0;0;0
AR_M71;0;0;0;0;1,31468E-07;0;0;0;1,45318E-07;6,28172E-09;0;0;0;5,13615E-07;0;0;0;0;6,04954E-10;0;0
AR_M72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AR_M73;0;0;2,8271E-08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,40652E-09;0;0
AR_M74_75;0;5,22823E-09;0;0;1,93423E-07;1,47875E-07;0;0;1,1312E-06;1,07386E-08;0;0;5,84869E-08;0;0;0;0;4,58363E-08;0;0;0
AR_N77;0;0;0;0;1,12586E-07;2,91869E-07;0;0;3,81514E-09;0;0;1,38396E-07;0;0;0;0;0;0;7,71207E-09;0;0
AR_N78;0;0;0;0;2,29141E-10;0;0;0;9,76508E-10;0;0;0;0;0;0;0;0;0;0;0;0
AR_N79;0;0;0;0;0;0;0;1,45936E-08;6,19354E-08;5,29525E-06;0;0;0;0;0;0;5,27874E-06;0;0;0;0
AR_N80T82;0;0;0;0;1,12856E-07;0;0;1,63611E-07;0;9,12149E-09;0;0;0;0;0;0;0;5,5976E-08;0;0;0
AR_O84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AR_P85;1,28817E-08;0;0;0;1,15119E-07;4,56237E-08;0;0;3,12282E-09;0;0;0;0;0;0;0;0;0;0;0;0
AR_Q86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,62572E-08;0;0;0
AR_Q87_88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AR_R90T92;0;3,79846E-07;0;0;2,73463E-07;1,25408E-08;0;1,99843E-07;1,69122E-06;0;0;0;0;0;0;0;6,03718E-08;1,12347E-09;0;0;0
AR_R93;0;0;0;0;0;0;0;0;3,09456E-09;0;0;0;0;0;0;0;0;0;0;0;0
AR_S94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AR_S95;0;0;0;0;3,9137E-09;0;0;0;0;1,02608E-08;0;0;0;0;0;0;0;0;0;0;0
AR_S96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,30013E-08
AR_T;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AR_U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AT_A01;0,009148934;3,60106E-05;0,000174745;0,000280355;0,000132248;2,30487E-05;0,000115018;1,53916E-05;2,60408E-05;4,1263E-05;0,000301114;0,000377043;0,000111901;1,80195E-05;0,000240568;4,65429E-05;2,23409E-05;0,000118876;0,000195797;0,000867314;0,000386653
AT_A02;0,003163077;1,55431E-06;5,00043E-06;8,34254E-08;2,52252E-06;6,40136E-07;0;4,68518E-07;1,49625E-07;5,82667E-06;1,31946E-05;4,81653E-07;3,82846E-08;6,11845E-08;9,2024E-07;3,0893E-07;5,38985E-08;4,05011E-06;1,25916E-06;1,48413E-05;3,29086E-06
AT_A03;0,000324668;4,56025E-07;1,66275E-06;0;2,39001E-07;1,7703E-08;0;1,67784E-08;6,91914E-07;2,07164E-08;7,68511E-07;1,56585E-06;4,60648E-08;1,08789E-06;0;0;1,34685E-07;6,90502E-08;1,46838E-07;1,25101E-06;1,76337E-06
AT_B;0,000462147;9,16086E-06;6,58112E-05;1,46287E-06;8,49722E-05;4,69763E-06;1,28661E-06;1,44877E-07;7,09389E-08;0;0,000135791;0,002685589;9,2033E-06;2,98603E-07;5,12228E-06;1,11411E-06;2,20217E-05;1,70931E-05;3,67962E-05;6,55996E-06;6,47815E-05
AT_C10T12;0,050868542;0,00070704;0,00309941;0,000720899;0,001950745;0,000331921;0,002680496;0,000298124;0,000286891;0,001308609;0,006623106;0,007331513;0,002853145;0,000171385;0,001078341;0,00118366;0,000483552;0,001262626;0,003558642;0,008102013;0,007285677
AT_C13T15;0,000494609;7,95946E-05;5,57049E-05;0,000201261;0,00020573;4,65876E-05;7,66853E-05;1,50336E-05;3,12982E-05;7,3066E-05;0,000758218;0,000336122;0,000106544;6,35024E-05;8,71795E-05;1,35436E-05;7,93139E-05;9,57867E-05;7,2667E-05;0,000629073;0,000241536
AT_C16;0,001836433;1,3437E-05;0,000123514;2,28817E-06;0,00013204;1,59093E-05;5,3974E-06;7,93246E-06;1,96064E-05;2,76877E-06;1,31357E-05;9,96985E-06;5,00287E-05;5,01953E-06;1,45735E-06;1,74244E-05;1,47098E-05;5,08473E-05;0,000154001;1,80025E-05;7,28179E-05
AT_C17;0,000758214;4,25646E-05;5,99012E-05;1,72692E-05;7,5317E-05;3,26982E-05;1,99972E-05;6,89434E-06;3,06212E-05;3,84296E-05;0,000151236;0,000177168;4,15653E-05;1,75904E-05;1,64501E-05;0,000142;3,91171E-05;2,64066E-05;0,000213833;0,00034093;0,000109854
AT_C18;0;1,12767E-06;1,82482E-06;3,62094E-06;4,10721E-06;4,30112E-09;6,11562E-07;3,17103E-09;0;6,43172E-07;2,1172E-06;3,114E-06;0;5,15058E-09;1,28548E-06;7,74246E-06;6,25917E-08;2,68541E-06;6,3396E-06;0;4,52434E-05
AT_C19;0,018279751;1,92791E-05;0,000167791;1,05575E-05;0,000107717;1,63947E-05;2,4399E-05;8,61791E-06;1,47656E-05;0,000100036;0,000552558;0,004280034;1,78868E-05;0,000120835;6,13689E-05;6,33037E-06;1,28031E-05;4,99523E-05;6,09208E-05;0,008158045;0,004735527
AT_C20;0,005443495;7,42208E-05;0,000169488;6,9538E-05;0,00014899;8,29005E-05;0,000153385;9,54648E-05;0,000119469;6,44654E-05;0,000589907;0,00031343;8,16933E-05;0,000116522;0,000207414;0,000150341;0,000121551;0,000191504;0,000425336;0,00077873;0,000928093
AT_C21;0,000513132;6,64249E-06;0,000386636;1,22025E-05;9,20754E-06;1,94367E-05;0,000130482;9,92551E-06;1,20515E-05;1,26016E-05;5,39782E-05;7,55755E-05;0,000233036;9,6372E-06;0,000216993;2,25177E-05;5,05153E-06;9,48064E-05;0,000118917;3,73682E-05;5,70247E-05
AT_C22;0,000851911;1,95702E-05;4,92382E-05;2,4829E-05;9,03774E-05;2,32775E-05;2,10172E-05;4,54061E-06;3,76842E-05;3,23644E-06;4,0741E-05;4,05236E-05;5,73312E-05;1,14694E-05;1,10134E-05;6,28697E-05;1,87112E-05;2,34873E-05;0,000162283;2,908E-05;5,64321E-05
AT_C23;0,002072328;1,36167E-05;4,72678E-05;4,73402E-06;2,46747E-05;1,04103E-05;8,54473E-06;1,85081E-06;1,12289E-05;3,19183E-06;4,89872E-05;5,3854E-05;6,69979E-05;1,48611E-05;7,97133E-06;7,3511E-06;1,2109E-05;3,38053E-05;8,119E-05;3,6109E-05;7,75555E-05
AT_C24;1,26508E-05;1,43167E-06;2,11642E-07;8,57993E-07;0;6,34515E-07;0;1,82108E-08;4,01288E-07;2,85687E-09;4,25728E-07;0;0;3,16222E-09;2,98761E-07;9,54125E-07;0;1,0747E-06;7,43366E-07;3,62131E-07;4,55314E-07
AT_C25;0,000754479;3,43346E-05;3,80479E-05;1,33174E-05;5,71491E-05;2,31723E-05;1,07721E-05;5,92161E-06;3,01137E-05;8,56142E-06;8,26086E-06;5,36977E-05;3,98756E-05;1,02802E-05;9,23322E-06;1,33483E-05;3,85434E-05;2,48358E-05;0,000106398;6,81365E-05;5,29439E-05
AT_C26;0,001161835;2,49558E-05;0,000196629;7,06781E-05;0,000224952;7,60653E-05;0,000133025;1,63885E-05;4,18095E-05;9,25105E-06;0,000223283;6,17954E-05;5,71697E-05;2,91589E-05;5,2516E-05;0,000659568;4,47564E-05;2,98661E-05;5,29113E-05;0,000122609;0,000117773
AT_C27;0,001242964;7,68296E-05;5,96027E-05;9,03795E-05;6,72989E-05;7,84171E-05;5,56294E-05;1,51012E-05;4,21248E-05;1,90376E-05;0,00039721;0,000110714;7,80866E-05;4,82375E-05;3,59953E-05;0,000112916;3,31213E-05;3,6823E-05;8,89392E-05;9,2289E-05;0,00010625
AT_C28;0,000744132;8,58033E-06;1,77531E-05;9,66716E-06;7,88035E-06;5,53676E-06;2,47029E-06;2,6064E-06;8,84454E-06;2,21424E-06;4,00939E-06;4,23049E-06;1,74277E-05;1,16416E-05;4,26572E-06;4,44064E-05;3,90877E-06;1,19761E-05;9,78819E-06;4,42889E-05;7,08966E-06
AT_C29;0,001488011;0,000208842;0,000164691;0,000172084;0,000334712;9,09754E-05;4,68108E-05;5,51794E-05;9,01074E-05;6,59475E-05;0,000363268;0,000369646;7,20466E-05;0,000102254;6,54903E-05;0,000431772;8,06012E-05;0,000123453;2,62258E-05;0,000687532;8,14753E-05
AT_C30;0,000589992;2,43368E-05;8,72477E-06;1,3042E-06;4,48826E-05;6,83054E-06;2,51721E-05;2,40102E-05;1,22E-05;5,1479E-06;8,06253E-06;3,38949E-05;1,05183E-05;1,31881E-05;3,24072E-06;3,99164E-07;1,27955E-05;6,37639E-06;1,76751E-06;8,62862E-05;3,23848E-05
AT_C31_32;0,011590406;6,48347E-05;9,79213E-05;7,09755E-05;0,000214227;5,69362E-05;0,000237676;5,01233E-05;7,09211E-05;3,01268E-05;0,000204449;0,000206915;4,02988E-05;0,000104902;5,31717E-05;0,000180714;7,28906E-05;6,47672E-05;8,39501E-05;0,000693031;0,000266965
AT_C33;0;1,34972E-06;1,01942E-06;2,82175E-07;1,74487E-06;4,49854E-06;1,02528E-07;2,98337E-07;4,20831E-07;9,05224E-08;5,29785E-07;0;3,59034E-07;4,41867E-09;4,23853E-07;8,64041E-07;2,04259E-07;4,95553E-07;8,11873E-08;1,85811E-08;5,04628E-07
AT_D35;0,067243549;2,66635E-06;2,70629E-05;2,48802E-07;0,000108092;1,97053E-06;1,78057E-07;3,45809E-07;6,3793E-07;2,12519E-06;2,48705E-05;0,002041162;2,13272E-06;0,000887872;9,63698E-07;0;1,63342E-06;8,50624E-06;5,10236E-06;0,004105001;7,96301E-06
AT_E36;0;0;2,33855E-07;0;1,1056E-07;2,1739E-08;0;4,51242E-09;1,57709E-08;6,00459E-08;6,41619E-07;6,48407E-07;0;0;0;0;3,0863E-07;2,03676E-08;6,47568E-08;4,39193E-07;1,56494E-07
AT_E37T39;0,001136669;1,13833E-06;1,9029E-05;2,22688E-07;5,49841E-06;1,67174E-06;1,54727E-06;6,28024E-07;3,08967E-06;2,95035E-06;7,07206E-05;4,24467E-05;3,22822E-06;1,61776E-05;2,20306E-06;3,66458E-07;8,65389E-07;1,40233E-06;6,50228E-07;1,03985E-05;4,98357E-05
AT_F;0,008442115;2,24424E-06;9,71786E-06;2,516E-07;2,22637E-05;9,44452E-07;5,68482E-07;1,08326E-06;3,17491E-06;4,22023E-06;5,14741E-06;8,77201E-06;4,81382E-06;5,55456E-06;1,70948E-06;4,87851E-07;6,482E-07;1,1368E-05;2,50559E-05;2,77413E-06;1,26426E-05
AT_G45;0,020795827;2,98984E-07;1,87898E-06;1,60756E-07;9,39026E-05;2,03192E-05;3,08602E-08;1,67336E-07;1,54479E-07;6,69614E-07;6,49873E-07;4,1743E-07;4,59392E-07;7,52356E-06;6,92155E-08;2,18548E-06;4,05372E-07;2,07236E-07;2,80234E-07;5,58024E-06;1,9964E-06
AT_G46;0;0;0;0;0;6,23684E-09;0;0;0;0;0;0;0;0;0;4,4524E-07;0;0;0;0;0
AT_G47;0;0;0;0;0;1,04909E-08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,15042E-07
AT_H49;0,018416884;3,60009E-06;4,18466E-05;0;1,74561E-05;3,79719E-06;9,69362E-07;1,68857E-06;7,66408E-06;8,38437E-05;1,30549E-05;5,24555E-06;9,50563E-06;2,56308E-05;9,42832E-07;9,28225E-08;1,38812E-05;5,34857E-06;4,56098E-05;1,27663E-07;3,17848E-07
AT_H50;7,07076E-05;1,15712E-08;1,26587E-09;0;5,49655E-09;2,02832E-08;1,21181E-07;5,81855E-08;1,83057E-08;1,175E-08;1,83316E-07;4,03315E-08;1,51477E-08;9,70655E-09;0;2,84508E-07;3,93594E-09;4,79236E-09;1,41882E-08;0;0
AT_H51;0,007577144;4,86952E-06;4,72312E-05;0,000312015;4,51684E-05;3,65653E-06;1,72927E-05;6,40432E-06;1,18377E-05;3,50568E-05;4,04692E-06;3,79386E-06;1,92608E-05;2,55421E-06;1,44004E-06;4,057E-05;1,48829E-05;6,61094E-06;5,08937E-06;1,54126E-05;2,14122E-08
AT_H52;0,004363164;1,29575E-07;1,78151E-06;1,23228E-07;2,31378E-06;3,65584E-07;8,48269E-08;1,57196E-07;2,11028E-06;5,74286E-06;4,4527E-07;1,28413E-05;8,70685E-06;4,09539E-06;9,4419E-08;4,57484E-08;3,37662E-07;9,72879E-07;1,25082E-08;7,14955E-06;6,82812E-07
AT_H53;0,000435332;1,07854E-09;1,51602E-06;0;4,98295E-06;2,7901E-08;0;1,73219E-07;4,14137E-07;1,25202E-07;4,42003E-06;5,51801E-08;2,89835E-07;2,12538E-06;0;0;2,03954E-08;3,36619E-07;1,06104E-06;2,62109E-07;0
AT_I;0,070250097;4,36129E-07;5,26369E-05;1,31408E-07;2,02603E-06;6,56867E-07;2,43624E-07;1,7141E-07;2,44945E-07;2,28604E-05;2,82934E-06;0,000129219;5,5666E-06;0,000123358;1,12143E-07;3,15767E-07;1,65119E-07;1,9263E-05;3,94333E-05;7,13221E-07;1,19282E-06
AT_J58;0,004474393;4,21361E-06;5,55261E-06;1,59777E-06;8,80985E-05;1,04371E-05;5,90481E-06;1,72867E-06;5,06597E-06;8,7687E-07;7,83437E-06;2,14293E-05;7,33452E-07;5,16172E-06;1,54697E-05;0,000181987;1,48121E-05;9,89962E-06;1,82955E-06;4,59444E-05;5,63636E-05
AT_J59_60;0,001783015;7,15221E-08;2,70573E-06;9,16823E-07;1,32687E-05;6,61997E-07;6,33196E-07;1,40608E-06;7,70207E-07;2,27859E-07;2,17762E-06;9,62813E-07;2,05607E-07;5,92117E-08;5,751E-07;2,27845E-05;1,66905E-07;2,89693E-06;1,1141E-07;4,22694E-06;2,32677E-06
AT_J61;0,002292478;1,43539E-07;0,000111185;3,67435E-07;1,98743E-05;1,00491E-06;1,84234E-07;4,67635E-08;6,45458E-07;1,52136E-05;6,77271E-05;9,96486E-05;2,8652E-06;5,34654E-06;3,28509E-07;1,21195E-06;8,49152E-08;1,41E-05;1,38356E-05;0,000189683;8,48179E-07
AT_J62_63;8,55831E-05;0;1,52164E-07;5,02167E-08;5,38307E-07;3,66489E-07;2,41552E-07;1,9586E-09;5,94477E-07;1,49658E-08;5,39416E-06;0;1,21756E-07;3,04482E-09;3,95391E-08;3,61497E-07;6,11932E-08;2,43336E-07;2,74271E-06;0;0
AT_K64;0,009919849;8,22749E-06;5,94497E-06;2,02465E-07;4,7006E-05;5,00305E-06;2,91375E-07;2,71219E-06;8,58493E-07;5,57552E-06;2,64307E-05;6,73877E-05;3,13887E-06;1,06518E-06;1,60102E-08;8,96127E-07;1,41493E-06;1,1292E-05;4,47908E-06;1,3027E-07;2,92973E-07
AT_K65;0,018777336;1,14399E-05;5,0229E-06;0;6,41789E-08;3,37506E-06;2,54898E-07;4,87604E-09;7,34421E-06;1,81424E-05;6,3168E-05;7,9233E-06;1,48707E-05;1,66861E-05;6,22471E-05;0;2,06911E-07;6,17805E-05;0,000116296;2,7513E-08;2,62245E-08
AT_K66;0,001317744;3,27991E-08;6,30365E-08;0;7,50951E-07;2,23844E-07;1,69972E-08;1,39177E-08;0;3,79409E-08;1,43604E-05;1,94133E-06;1,7786E-07;0;2,02128E-07;5,21423E-06;7,33069E-08;7,94434E-06;1,13327E-06;8,05205E-07;9,19069E-07
AT_L;0,362312408;9,76263E-09;2,58202E-06;1,05693E-06;1,81301E-06;2,32166E-05;0;6,21775E-07;3,5715E-07;1,93705E-06;5,26382E-06;6,7211E-06;6,07063E-07;2,78998E-05;0;3,32241E-06;3,92315E-08;1,36548E-06;2,96493E-06;4,6799E-06;2,78384E-06
AT_M69_70;0,00214535;1,05259E-07;5,09191E-06;2,77775E-08;3,13388E-06;2,32704E-07;7,53114E-08;1,69539E-06;4,05723E-06;6,76765E-07;8,56825E-07;5,05989E-07;1,23477E-07;5,69337E-07;2,63406E-07;9,94437E-06;3,00923E-07;1,81235E-05;4,20471E-06;1,31672E-07;3,02335E-07
AT_M71;0;3,02458E-08;3,6008E-06;6,28362E-08;3,78811E-06;6,24071E-08;1,15979E-07;4,32412E-08;2,02953E-06;2,5755E-07;9,25329E-07;0;1,75518E-07;9,78313E-07;4,07011E-08;2,67488E-07;9,22771E-09;0;2,48031E-07;2,51637E-07;5,01722E-07
AT_M72;0;0;0;0;0;0;3,70135E-07;0;0;5,31218E-06;7,64498E-09;0;0;0;0;0;0;0;0;0;0
