rowLabels;AT_P3_S14;BE_P3_S14;BG_P3_S14;CY_P3_S14;DE_P3_S14;DK_P3_S14;EE_P3_S14;ES_P3_S14;FR_P3_S14;GR_P3_S14;HR_P3_S14;HU_P3_S14;LT_P3_S14;LU_P3_S14;LV_P3_S14;MT_P3_S14;NL_P3_S14;PL_P3_S14;RO_P3_S14;SI_P3_S14;SK_P3_S14
AR_M71;0;0;0;0;1,77319E-07;0;0;0;1,88023E-07;9,96446E-09;0;0;0;5,02884E-07;0;0;0;0;1,52184E-09;0;0
AR_M72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AR_M73;0;0;3,2796E-08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,71751E-09;0;0
AR_M74_75;0;6,02266E-09;0;0;2,06238E-07;1,49964E-07;0;0;1,21093E-06;1,37828E-08;0;0;5,83817E-08;0;0;0;0;4,84072E-08;0;0;0
AR_N77;0;0;0;0;1,37869E-07;3,39001E-07;0;0;4,69587E-09;0;0;2,2575E-07;0;0;0;0;0;0;1,33637E-08;0;0
AR_N78;0;0;0;0;2,617E-10;0;0;0;1,04815E-09;0;0;0;0;0;0;0;0;0;0;0;0
AR_N79;0;0;0;0;0;0;0;1,73218E-08;7,62533E-08;8,39942E-06;0;0;0;0;0;0;7,32438E-06;0;0;0;0
AR_N80T82;0;0;0;0;1,02925E-07;0;0;1,57284E-07;0;8,69736E-09;0;0;0;0;0;0;0;4,92646E-08;0;0;0
AR_O84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AR_P85;1,80907E-08;0;0;0;1,48469E-07;6,01042E-08;0;0;3,85694E-09;0;0;0;0;0;0;0;0;0;0;0;0
AR_Q86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,54453E-08;0;0;0
AR_Q87_88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AR_R90T92;0;5,43548E-07;0;0;3,16473E-07;1,32688E-08;0;2,34712E-07;2,05382E-06;0;0;0;0;0;0;0;8,25243E-08;1,67583E-09;0;0;0
AR_R93;0;0;0;0;0;0;0;0;3,74853E-09;0;0;0;0;0;0;0;0;0;0;0;0
AR_S94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AR_S95;0;0;0;0;4,66397E-09;0;0;0;0;1,31342E-08;0;0;0;0;0;0;0;0;0;0;0
AR_S96;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,81672E-08
AR_T;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AR_U;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AT_A01;0,00981317;4,20972E-05;0,000165182;0,000218895;0,000137101;2,53431E-05;0,000110178;1,43644E-05;2,79681E-05;3,86339E-05;0,000281318;0,000388582;0,000115147;1,69047E-05;0,000265239;3,77268E-05;2,61677E-05;0,000128963;0,000187602;0,000843292;0,000390485
AT_A02;0,003541971;1,61909E-06;4,66671E-06;6,48047E-08;2,4994E-06;6,25733E-07;0;4,3788E-07;1,59798E-07;5,39347E-06;1,22306E-05;4,77293E-07;3,92794E-08;6,04566E-08;8,89171E-07;3,00702E-07;5,65647E-08;3,55479E-06;1,20509E-06;1,3276E-05;3,24944E-06
AT_A03;0,000333741;4,93887E-07;1,57021E-06;0;2,49275E-07;1,96666E-08;0;1,56658E-08;7,37078E-07;1,94775E-08;7,18729E-07;1,59728E-06;4,77778E-08;1,12283E-06;0;0;1,51309E-07;7,63796E-08;1,40733E-07;1,19444E-06;1,79024E-06
AT_B;0,000485959;8,59922E-06;6,00612E-05;1,29044E-06;8,03084E-05;4,30741E-06;1,41694E-06;1,59976E-07;7,05251E-08;0;0,000123756;0,002527192;8,98243E-06;3,08426E-07;4,13026E-06;1,4837E-06;2,06245E-05;1,46922E-05;3,51931E-05;5,33766E-06;6,06319E-05
AT_C10T12;0,049161603;0,00076329;0,002912242;0,000546449;0,001863614;0,000348491;0,002506987;0,00027723;0,000298245;0,001222285;0,006143581;0,00741351;0,002925785;0,000151214;0,001105224;0,000895693;0,000506924;0,001332906;0,003463115;0,007092288;0,0073233
AT_C13T15;0,000642727;0,000118318;0,000103962;0,000279331;0,000241146;5,35903E-05;8,85259E-05;1,73931E-05;3,55181E-05;9,31217E-05;0,001205753;0,000518409;0,000110476;6,45683E-05;0,000140238;1,93686E-05;0,000104198;0,000161461;0,000119055;0,000838054;0,00027833
AT_C16;0,001727792;1,424E-05;0,00011717;1,9742E-06;0,00012965;1,49922E-05;5,88442E-06;7,83662E-06;1,92645E-05;2,75922E-06;1,57241E-05;9,85043E-06;4,65306E-05;5,05418E-06;1,44302E-06;1,65906E-05;1,47789E-05;4,58112E-05;0,000145655;1,64984E-05;7,6519E-05
AT_C17;0,000840973;5,27148E-05;6,77641E-05;1,50784E-05;8,13034E-05;3,39275E-05;2,302E-05;6,7849E-06;3,32366E-05;4,6031E-05;0,000202026;0,000202546;4,137E-05;1,80556E-05;2,188E-05;0,00017862;4,51711E-05;3,13275E-05;0,000216166;0,000383533;0,000130093
AT_C18;0;1,1689E-06;2,77728E-06;4,23014E-06;4,6908E-06;5,99039E-09;6,51088E-07;3,48745E-09;0;8,36273E-07;2,95253E-06;3,93696E-06;0;5,82766E-09;1,54087E-06;9,46201E-06;7,04995E-08;3,71708E-06;6,89105E-06;0;4,53886E-05
AT_C19;0,019955552;2,10935E-05;0,000210154;1,17865E-05;0,000114898;1,93671E-05;2,91419E-05;9,67471E-06;1,65448E-05;0,000110579;0,000675897;0,004926608;2,01977E-05;0,000118544;9,11191E-05;8,41595E-06;1,44868E-05;4,59803E-05;8,48371E-05;0,009850461;0,004535039
AT_C20;0,005821199;8,49727E-05;0,000191275;7,18186E-05;0,000161936;9,2191E-05;0,000171807;9,72064E-05;0,000129373;7,50906E-05;0,000764556;0,000371371;8,23984E-05;0,000121118;0,0002867;0,000178158;0,00013919;0,000211636;0,000421697;0,000923199;0,001172023
AT_C21;0,000581058;5,91172E-06;0,000274721;1,24099E-05;1,14062E-05;2,22569E-05;0,000105103;1,07921E-05;1,37409E-05;1,42081E-05;5,93683E-05;6,62721E-05;0,000189114;8,3292E-06;0,000176941;1,99347E-05;6,27086E-06;8,68989E-05;0,000110665;4,23615E-05;5,41942E-05
AT_C22;0,000941211;2,47798E-05;6,20322E-05;2,87374E-05;0,000104136;2,6827E-05;2,48951E-05;4,88492E-06;4,26557E-05;4,07945E-06;5,8187E-05;5,46594E-05;5,70714E-05;1,15439E-05;1,90184E-05;7,39064E-05;2,30508E-05;2,78264E-05;0,000159984;3,82737E-05;6,84958E-05
AT_C23;0,001991361;1,5133E-05;4,65555E-05;4,47346E-06;2,47977E-05;1,00269E-05;9,65011E-06;1,85274E-06;1,12971E-05;3,36041E-06;5,80926E-05;5,67943E-05;6,26637E-05;1,49637E-05;9,47563E-06;7,53965E-06;1,25856E-05;3,16965E-05;7,68566E-05;3,71822E-05;8,3648E-05
AT_C24;1,57018E-05;1,80053E-06;2,99914E-07;7,46325E-07;0;8,08383E-07;0;1,96948E-08;4,95615E-07;3,05122E-09;5,926E-07;0;0;3,13076E-09;4,94448E-07;9,99475E-07;0;1,3649E-06;1,02515E-06;4,42231E-07;4,49948E-07
AT_C25;0,000882718;4,15274E-05;5,11326E-05;1,39687E-05;6,68399E-05;2,78598E-05;1,3171E-05;6,48415E-06;3,45077E-05;1,02189E-05;1,18692E-05;6,62429E-05;4,19578E-05;1,05804E-05;1,39817E-05;1,56787E-05;4,73508E-05;2,88197E-05;0,000113541;8,30879E-05;6,57446E-05
AT_C26;0,001447312;3,3743E-05;0,000331098;8,86834E-05;0,00026138;8,93827E-05;0,000162722;1,83996E-05;4,95298E-05;1,36057E-05;0,000302904;9,68227E-05;6,468E-05;3,04412E-05;9,32132E-05;0,000923557;5,84542E-05;4,46518E-05;7,89924E-05;0,0001666;0,000146996
AT_C27;0,001515665;9,69909E-05;9,5514E-05;8,80875E-05;8,39256E-05;0,00010272;7,05779E-05;1,65364E-05;5,02419E-05;2,32496E-05;0,000559584;0,000146429;8,55265E-05;4,87329E-05;6,24217E-05;0,000124679;4,29918E-05;5,08711E-05;0,000132454;0,000117748;0,000135221
AT_C28;0,000916039;1,16627E-05;3,34025E-05;1,03624E-05;9,91188E-06;7,51352E-06;3,13259E-06;2,90079E-06;1,0907E-05;2,96271E-06;5,80731E-06;6,40611E-06;1,96963E-05;1,16438E-05;8,44643E-06;5,26415E-05;5,33681E-06;1,78832E-05;1,63796E-05;6,08082E-05;8,63685E-06
AT_C29;0,001825893;0,000317843;0,000401423;0,00022327;0,000450614;0,000141327;5,91826E-05;6,26239E-05;0,00011564;0,000104279;0,000589704;0,000678494;8,86559E-05;0,000100606;0,000155704;0,000592969;0,000119453;0,000196922;6,59802E-05;0,001051959;9,71247E-05
AT_C30;0,000722142;3,54067E-05;1,6121E-05;1,6881E-06;5,99546E-05;1,05019E-05;3,11965E-05;2,72211E-05;1,54854E-05;8,10968E-06;1,30254E-05;6,04314E-05;1,23491E-05;1,29795E-05;7,23005E-06;5,2901E-07;1,87969E-05;9,32846E-06;3,17224E-06;0,000131001;3,84011E-05
AT_C31_32;0,013489924;7,30618E-05;9,79204E-05;7,97056E-05;0,000249761;6,78688E-05;0,00026805;5,51807E-05;7,95392E-05;3,89279E-05;0,000290988;0,000242562;4,15274E-05;0,000110762;6,64232E-05;0,000206074;8,80778E-05;7,42925E-05;8,39037E-05;0,000827037;0,000356312
AT_C33;0;1,45955E-06;1,07612E-06;3,05316E-07;2,05295E-06;4,80478E-06;1,1041E-07;3,15204E-07;4,77105E-07;1,33612E-07;6,64131E-07;0;3,44433E-07;4,15315E-09;5,03655E-07;9,53857E-07;2,41807E-07;4,89565E-07;8,14224E-08;2,27602E-08;4,99791E-07
AT_D35;0,058059345;2,33598E-06;2,42854E-05;2,13409E-07;9,70504E-05;1,7446E-06;1,68601E-07;3,30125E-07;5,70833E-07;1,91219E-06;2,12014E-05;0,001888123;1,95615E-06;0,000891884;7,08182E-07;0;1,39415E-06;7,29171E-06;4,80395E-06;0,00307608;7,37855E-06
AT_E36;0;0;2,09855E-07;0;9,91799E-08;1,92465E-08;0;4,30771E-09;1,41121E-08;5,40277E-08;5,46824E-07;5,99792E-07;0;0;0;0;2,63421E-07;1,74595E-08;6,10234E-08;3,29107E-07;1,44752E-07
AT_E37T39;0,001004996;1,04905E-06;2,07271E-05;2,65582E-07;4,97638E-06;1,57736E-06;1,50322E-06;6,01386E-07;2,8205E-06;2,70904E-06;6,15037E-05;4,00154E-05;2,99213E-06;1,62343E-05;1,90836E-06;4,30117E-07;8,29186E-07;1,29195E-06;1,10074E-06;7,95223E-06;4,60967E-05
AT_F;0,007468638;2,09457E-06;8,79918E-06;2,16563E-07;2,03729E-05;8,443E-07;5,85148E-07;1,04204E-06;2,88207E-06;3,84381E-06;4,96494E-06;8,23425E-06;4,42558E-06;5,57802E-06;1,38396E-06;3,95561E-07;5,75055E-07;9,82456E-06;2,36045E-05;2,21304E-06;1,21642E-05
AT_G45;0,025563545;4,60632E-07;4,58751E-06;2,08571E-07;0,000126319;3,12494E-05;3,90957E-08;1,90022E-07;1,99507E-07;1,06749E-06;1,04388E-06;7,69068E-07;5,65155E-07;7,37494E-06;1,65999E-07;3,01458E-06;6,03509E-07;3,308E-07;7,0501E-07;8,55139E-06;2,25521E-06
AT_G46;0;0;0;0;0;5,9298E-09;0;0;0;0;0;0;0;0;0;4,77232E-07;0;0;0;0;0
AT_G47;0;0;0;0;0;9,97439E-09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,03435E-07
AT_H49;0,023036443;5,54256E-06;0,000102046;0;2,19297E-05;5,75679E-06;1,22819E-06;1,91872E-06;9,86972E-06;0,000133035;2,1213E-05;9,58093E-06;1,16007E-05;2,51439E-05;2,25472E-06;1,31804E-07;2,06957E-05;8,47468E-06;0,000111961;1,92442E-07;3,37982E-07
AT_H50;8,68447E-05;1,78391E-08;3,10048E-09;0;7,25442E-09;3,16871E-08;1,53543E-07;6,60602E-08;2,36858E-08;1,8641E-08;2,97874E-07;7,43118E-08;1,86379E-08;9,50374E-09;0;3,90883E-07;5,88026E-09;7,6508E-09;3,56242E-08;0;0
AT_H51;0,009306373;7,50719E-06;0,000115683;0,000404415;5,93969E-05;5,71234E-06;2,19107E-05;7,27106E-06;1,53166E-05;5,56162E-05;6,57594E-06;6,9902E-06;2,36984E-05;2,50084E-06;3,45756E-06;5,57386E-05;2,22349E-05;1,0554E-05;1,27743E-05;2,36589E-05;2,11746E-08
AT_H52;0,005422677;1,99027E-07;4,27503E-06;1,59805E-07;3,04568E-06;5,18744E-07;1,07442E-07;1,79159E-07;2,70629E-06;9,13121E-06;7,23459E-07;2,30938E-05;1,0599E-05;4,03532E-06;2,20357E-07;6,51232E-08;4,99387E-07;1,54879E-06;3,14031E-08;1,07529E-05;7,65133E-07
AT_H53;0,000440401;1,4768E-09;2,12138E-06;0;5,51344E-06;3,81192E-08;0;2,10077E-07;5,11097E-07;1,52663E-07;6,41022E-06;7,06813E-08;5,1489E-07;2,11691E-06;0;0;2,43536E-08;3,7549E-07;1,25508E-06;3,61568E-07;0
AT_I;0,069224431;5,10362E-07;8,91576E-05;1,92157E-07;2,11444E-06;7,38507E-07;3,42707E-07;1,94727E-07;2,83857E-07;2,68609E-05;4,68569E-06;0,000151928;8,35155E-06;0,000124085;1,9402E-07;3,53416E-07;1,88012E-07;1,8231E-05;4,40888E-05;1,03439E-06;1,63185E-06
AT_J58;0,005622624;5,50861E-06;1,00897E-05;1,96732E-06;9,90888E-05;1,13971E-05;7,23491E-06;1,99599E-06;5,88462E-06;1,28022E-06;1,19133E-05;3,04873E-05;8,40002E-07;5,56674E-06;2,45039E-05;0,000255781;1,91213E-05;1,51108E-05;3,0396E-06;5,69431E-05;7,2259E-05
AT_J59_60;0,002306413;1,07004E-07;5,18746E-06;1,15423E-06;1,49458E-05;6,85873E-07;7,93319E-07;1,67727E-06;9,32979E-07;4,05601E-07;3,32044E-06;1,45444E-06;2,30596E-07;6,22111E-08;9,69516E-07;3,48065E-05;2,2942E-07;4,48083E-06;1,85272E-07;5,3853E-06;2,70693E-06
AT_J61;0,002290218;1,30432E-07;0,000149498;3,7294E-07;1,78141E-05;9,57333E-07;2,05932E-07;4,56411E-08;5,57757E-07;1,58435E-05;8,19949E-05;0,000107691;3,11084E-06;4,65814E-06;3,80006E-07;1,0342E-06;7,40604E-08;1,5925E-05;1,61468E-05;0,000182691;9,40443E-07
AT_J62_63;0,000110705;0;2,91724E-07;6,32145E-08;6,06301E-07;3,79705E-07;3,02615E-07;2,33619E-09;7,2002E-07;2,66267E-08;8,22485E-06;0;1,36545E-07;3,19902E-09;6,66526E-08;5,52232E-07;8,41085E-08;3,76375E-07;4,54895E-06;0;0
AT_K64;0,010322959;8,52852E-06;9,04892E-06;2,38699E-07;5,37081E-05;6,96914E-06;3,10228E-07;2,98294E-06;9,21537E-07;7,24991E-06;3,68558E-05;8,52259E-05;3,88128E-06;1,20523E-06;1,91932E-08;1,09517E-06;1,59374E-06;1,56308E-05;5,99066E-06;1,54276E-07;3,88351E-07
AT_K65;0,019540386;1,18584E-05;7,64544E-06;0;7,33297E-08;4,70139E-06;2,71391E-07;5,36281E-09;7,88353E-06;2,35908E-05;8,80834E-05;1,00207E-05;1,83879E-05;1,88799E-05;7,46224E-05;0;2,3306E-07;8,5519E-05;0,00015631;3,2583E-08;3,49869E-08
AT_K66;0,001371294;3,39991E-08;9,59479E-08;0;8,5799E-07;3,11805E-07;1,80969E-08;1,5307E-08;0;4,93347E-08;2,00248E-05;2,45514E-06;2,19925E-07;0;2,4231E-07;6,37237E-06;8,25711E-08;1,09968E-05;1,40755E-06;9,53562E-07;1,10464E-06
AT_L;0,314304139;8,57111E-09;2,33245E-06;9,266E-07;1,63001E-06;2,06144E-05;0;5,94162E-07;3,20222E-07;1,75116E-06;4,49068E-06;6,22101E-06;5,5798E-07;2,80655E-05;0;2,17201E-06;3,363E-08;1,19011E-06;2,79244E-06;3,51574E-06;2,57658E-06
AT_M69_70;0,002232531;1,0911E-07;7,75041E-06;3,27278E-08;3,5806E-06;3,24147E-07;8,01839E-08;1,86464E-06;4,35515E-06;8,80001E-07;1,19479E-06;6,39915E-07;1,52681E-07;6,44191E-07;3,15771E-07;1,21531E-05;3,38952E-07;2,50871E-05;5,2874E-06;1,55933E-07;3,69419E-07
AT_M71;0;4,66271E-08;8,81919E-06;8,1526E-08;5,10924E-06;9,74902E-08;1,4694E-07;4,9092E-08;2,62595E-06;4,08543E-07;1,50323E-06;0;2,15961E-07;9,57874E-07;9,77152E-08;3,67501E-07;1,37854E-08;0;6,23953E-07;3,86296E-07;5,13052E-07
AT_M72;0;0;0;0;0;0;3,67775E-07;0;0;5,14532E-06;1,0775E-08;0;0;0;0;0;0;0;0;0;0
AT_M73;0;1,54006E-09;1,62887E-06;0;0;0;0;7,51478E-09;0;1,36821E-08;7,124E-07;0;1,87678E-08;0;0;1,13585E-06;0;0;2,76287E-06;0;0
